food_name,Meal type,Category,Standalone dish,Veg/Non Veg,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg
Rich chocolate mousse,Dessert,Lunch/Dinner,,,cup,1654.4,396.29,22.81,16.75,25.65,21.68,0,14735.7,7544,1248.24,235.14,114.92,204.96,56.11,108.84,271.07,2.04,0.38,21.72,0,0.03,0,1.43,352.12,1.33,0,0.42,0.46,7.3,31.64,0.06,0.24,0.26,0.95,0.11,11.01,31.64,0.7
Mango mousse,Dessert,Lunch/Dinner,,,cup,1452.56,348.68,25.5,8.95,23.62,24.81,2.47,14795,6251.76,928.04,66,143.35,111.66,29.24,54.75,317.25,0.97,0.14,3.55,0.03,0.3,0.02,0.55,349.2,0.92,4.7,0,9.24,0,110.68,0.07,0.28,0.46,0.52,0.19,5.4,110.68,42.76
Orange and pineapple cream,Dessert,Lunch/Dinner,,,bowl,376.93,90.18,10.66,1.28,4.84,10.13,0.92,3056.33,1278,179,13.75,31.19,26.4,7.54,9.06,102.48,0.36,0.02,0.07,0,0.2,0,0.11,72.75,0.21,0.13,0,1.11,0,10.56,0.04,0.06,0.13,0.16,0.04,1.75,10.56,19.89
Charlotte rousse,Dessert,Lunch/Dinner,,,bowl,1999.54,476.36,86.22,10.01,12.1,51.8,2.55,6875.44,3438.68,703.89,119,88.42,116.84,24.41,142.81,233.42,1.34,0.1,10.87,0.01,0.87,0.01,0.67,195,0.9,1.26,0.21,2,3.65,28.72,0.09,0.18,0.26,0.72,0.15,6.85,28.72,25.28
Trifle pudding,Dessert,Lunch/Dinner,,,bowl,1442.31,341.84,53.3,8.57,11.5,40.59,0.34,6430.87,3311.88,634.65,108,142.38,174.49,24.45,78.75,291.95,1.38,0.13,10.82,0,0.22,0.01,0.92,136.8,0.69,0.84,0.21,0.13,3.65,28.71,0.08,0.21,0.59,0.87,0.14,7.33,28.71,19.31
Snow flakes pudding,Dessert,Lunch/Dinner,,,bowl,1270.6,302.78,25.67,14.87,15.8,25.49,0.11,8252.85,4780.39,930.39,183,322.22,335.35,27.78,125.92,366.83,1.33,0.13,22.59,0.01,0.04,0,1.46,99,1.31,0.22,0.42,0.28,7.3,42.48,0.11,0.37,0.27,1.6,0.18,14.15,42.48,5.47
Kulfi,Dessert,Lunch/Dinner,,,kulfi,1117.82,265.87,30.53,8.67,12.69,28.06,0.33,6882.92,3964.25,693.66,0,302.15,254.02,28.71,64.74,308.05,0.53,0.12,2.5,0.01,0.08,0.05,0.94,0,1.26,0.04,0,0.26,0,18.69,0.08,0.28,0.29,0.87,0.11,5.05,18.69,5.04
Steamed orange pudding,Dessert,Lunch/Dinner,,,large slice,1250.83,298.77,44.62,2.52,12.93,28.51,0.63,8104.88,3264.18,514.96,34.24,22.73,89.26,12.06,85.01,116.87,0.59,0.05,0.24,0,0.17,0.01,0.25,149.15,0.45,1.35,0,1.35,0.05,15.92,0.06,0.03,0.24,0.27,0.04,0.63,15.92,21.74
Meringue and rice pudding,Dessert,Lunch/Dinner,,,bowl,1062.43,252.96,32.71,10.83,9.07,24.36,0.37,4815,2699.92,516.6,91.5,191.37,207.9,20.04,98.92,248.36,0.82,0.1,15.26,0.01,0.1,0.03,0.93,49.5,0.72,0,0.39,0.15,3.65,24.69,0.08,0.25,0.4,1.16,0.12,8.3,24.69,3.02
Cheese pudding,Dessert,Lunch/Dinner,,,large slice,1435,343.59,23.23,13.61,22.15,22.46,0.06,12724.4,6457.81,1026.24,120.25,272.57,236.77,22.94,45.6,98.49,1.05,0.13,22.03,0.06,0.1,0.01,1.84,178.83,0.7,0.12,0.21,1.03,3.65,60.43,0.04,0.12,0.12,0.69,0.07,15.44,60.43,0.3
Chocolate pudding,Dessert,Lunch/Dinner,,,large slice,1476.44,351.2,49.03,5.88,15.7,34.27,0.87,9130.65,4031.05,617.02,76.64,106.97,128.18,19.95,283.92,131.26,1,0.15,7.51,0,0.16,0,0.65,163.66,0.57,0,0.1,1.1,1.83,18.08,0.09,0.1,0.55,0.32,0.06,3.05,18.08,0.75
Bread and butter pudding,Dessert,Lunch/Dinner,,,plate,869.5,206.85,24.17,6.88,9.7,14.59,1.2,4189.03,3370.24,827.88,68.1,129.99,133.47,24.47,118.61,191.44,1.11,0.12,8.97,0,0.22,0.02,0.7,64.93,1.34,0.26,0.14,0.78,2.43,21.41,0.08,0.13,0.54,0.51,0.08,4.5,21.41,1.58
Queen of pudding,Dessert,Lunch/Dinner,,,large slice,1819.58,432.99,53.26,17.94,17.52,38.34,0.87,9070.58,4972.92,989.03,197.38,254.94,274.77,30.1,278.81,350.42,1.73,0.15,31.11,0.01,0.17,0,1.37,163.67,1.23,0,0.78,0.5,7.3,46.64,0.15,0.34,0.67,1.73,0.17,13.59,46.64,8.11
Pineapple upside down pudding,Dessert,Lunch/Dinner,,,large slice,1442.3,344.4,47.75,4.21,15.92,29.62,1.07,9615.64,4155.95,723.94,83.03,34.81,108.71,13.72,99.57,108.31,0.91,0.08,5.1,0,0.58,0.01,0.46,192.4,0.61,1.38,0.1,1.86,1.83,15.44,0.07,0.06,0.23,0.4,0.08,2.66,15.44,9.66
Date and nut pie,Dessert,Lunch/Dinner,,,bowl,3047.94,728.66,105.91,8.88,30.09,70.47,9.34,11622.6,6509.58,9903.1,42.6,78.4,174.5,91.78,8.75,658.01,3.49,0.65,4.18,0.02,1.67,0.89,1.68,191.6,1.35,14.28,0,22.4,0,32.22,0.2,0.08,1.43,0.79,0.29,3.48,32.22,6.39
Stewed apple with custard,Dessert,Lunch/Dinner,,,piece,1111.8,263.29,52.05,3.6,5.16,43.83,2.86,2867.75,1271.38,435.35,0,139.59,108.45,17.33,47.24,234.71,0.51,0.11,1.43,0.01,0.15,0.84,0.48,0,0.37,1.46,0,3.81,0,10.2,0.06,0.12,0.34,0.43,0.08,2.32,10.2,5.6
Apple snowballs,Dessert,Lunch/Dinner,,,piece,1113.02,263.42,63.79,2.23,0.81,50.35,3.24,192.5,63.91,352.5,0,24.46,16.49,12.8,33.21,181.84,0.46,0.09,4.2,0.01,0.06,0.42,0.15,0,0.19,1.83,0.18,4.56,0,4.64,0.04,0.04,0.31,0.34,0.05,1.17,4.64,4.46
Hot orange souffle,Dessert,Lunch/Dinner,,,bowl,920.46,219.56,22.9,8.38,10.92,18.21,0.36,5427.98,3365.23,814.92,195.78,65.65,131.53,12.11,71.73,140.25,1.26,0.07,20.53,0,0.05,0.01,0.79,156.48,0.94,0.45,0.42,0.88,7.3,30.66,0.06,0.14,0.17,0.91,0.1,10.19,30.66,7.01
Hot chocolate souffle,Dessert,Lunch/Dinner,,,bowl,1347.26,321.05,37.22,9.51,15.77,32.49,0.17,8348.46,4894.44,978.48,196.68,85.47,165.13,25.04,76.83,178.45,1.53,0.18,21.25,0,0.15,0.01,1.04,158.73,1.18,0.4,0.42,0.85,7.3,30.6,0.06,0.16,0.2,0.98,0.11,10.51,30.6,0.9
Hot vanilla souffle,Dessert,Lunch/Dinner,,,bowl,1032.71,245.99,27.76,8.76,11.57,23.17,0.17,5828.51,3544.49,828.5,195.78,80.58,144.16,11.75,75.97,134.19,1.18,0.07,20.65,0,0.05,0.01,0.84,156.48,0.97,0.4,0.42,0.5,7.3,28.8,0.05,0.15,0.14,0.93,0.1,10.06,28.8,0.9
Plain burfi (Burfi),Dessert,Lunch/Dinner,,,burfi,742.84,177.85,13.45,4.28,12.18,13.25,0.07,7269.21,3393.86,582.09,16.6,154.96,123.98,16.6,13.79,141.72,0.65,0.03,11.29,0.03,0.03,0.01,0.62,62.24,0.55,0.04,0,0.05,0,23.94,0.03,0.03,0.13,0.1,0.02,5.16,23.94,0.05
Coconut burfi (Nariyal ki burfi),Dessert,Lunch/Dinner,,,burfi,1110.37,265.38,18.25,5,19.65,17.88,1.99,12569.6,3614.5,621.42,16.6,154.82,144.5,26.78,15.68,227.75,1.03,0.14,14.4,0.03,0.22,0.01,0.77,62.24,1.15,0.03,0,0.36,0,26.6,0.03,0.03,0.2,0.11,0.03,5.22,26.6,0
Bottle gourd burfi (Ghiya/Lauki burfi),Dessert,Lunch/Dinner,,,burfi,831.85,199.03,17.68,4.23,12.75,17.25,0.53,7771.91,3408.64,567.14,19.06,155.68,123.13,17.61,13.09,165.63,0.67,0.05,11.69,0.03,0.05,0,0.63,71.46,0.46,0.22,0,0.52,0,34.06,0.04,0.03,0.14,0.22,0.02,5.73,34.06,1.08
Chocolate burfi,Dessert,Lunch/Dinner,,,burfi,463.19,110.28,10.78,4.22,5.81,10.52,0,3622.1,1598.5,224.8,1.23,151.6,124.01,18.53,12.78,145.94,0.69,0.05,11.24,0.03,0.02,0,0.64,4.61,0.04,0.03,0,0.01,0,23.85,0.03,0.03,0.12,0.08,0.02,5.1,23.85,0
Cashewnut burfi (Kaju burfi/Kaju katli),Dessert,Lunch/Dinner,,,burfi,505.66,120.9,10.87,1.57,8.16,9.01,0.32,3280.23,3482.08,828.7,11.07,3.71,41.75,25.75,1.21,53.33,0.51,0.2,1.09,0,0.15,0,0.45,41.49,0.39,0.32,0,0.15,0,2.1,0.05,0,0.09,0.12,0.01,0.21,2.1,0
Gram flour burfi (Besan burfi),Dessert,Lunch/Dinner,,,burfi,677.61,161.6,17.85,4.29,8.58,10.9,1.31,4860.57,2229.77,705.22,15.38,61.57,69.49,13.67,4.99,86.83,0.56,0.05,4.46,0.01,0.28,0,0.41,57.63,0.68,0.09,0,1.13,0,32.38,0.07,0.03,0.28,0.18,0.06,2.84,32.38,0
Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo),Dessert,Lunch/Dinner,,,ladoo,528.4,126.12,15.55,1.97,6.43,9.79,1.38,3984.05,1274.46,265.66,8.2,31.31,39.22,9.5,4.24,76.29,0.51,0.08,3.67,0.01,0.26,0.01,0.34,30.73,0.47,0.73,0,0.23,0,7.1,0.03,0.01,0.14,0.09,0.02,0.98,7.1,0.03
Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo),Dessert,Lunch/Dinner,,,ladoo,706.66,168.94,18.52,2.06,9.83,9.94,2.43,6235.91,1603.13,342.48,12.3,9.72,32.77,12.65,3.3,96.34,0.67,0.13,3.3,0,0.42,0.01,0.39,46.1,0.77,1.08,0,0.37,0,5.21,0.04,0.01,0.2,0.12,0.03,0.19,5.21,0.05
Gram flour ladoo (Besan ladoo),Dessert,Lunch/Dinner,,,ladoo,705.53,168.11,22.07,3.15,8.02,13.31,1.56,4462.79,2057.11,703.28,18.45,8.93,31.11,9.43,1.93,50.15,0.53,0.05,0.8,0,0.31,0.02,0.26,69.15,0.76,0.28,0,1.17,0,24.79,0.06,0.02,0.27,0.17,0.06,1.07,24.79,0
Sesame ladoo (Til ke ladoo),Dessert,Lunch/Dinner,,,ladoo,456.75,109.16,11.96,2.94,5.4,10.62,2.12,812.4,2018.21,2328.76,0,173.75,103.57,60.88,5.1,118.5,2.46,0.2,3.34,0,0.31,0.03,1.03,0,0.16,7.9,0,13.25,0,18.17,0.05,0.01,0.5,0.09,0.17,0.5,18.17,0
Chenna murki,Dessert,Lunch/Dinner,,,bowl,960.76,227.74,32.46,9.43,7.39,32.03,0,4425.5,2150,219.5,0,240.5,165.25,13.81,10.27,58.99,0.5,0.08,11.57,0.05,0.06,0,1.39,0,0.01,0.06,0,0,0,46.65,0.01,0.05,0.06,0.25,0.02,10.52,46.65,0
Milk cake,Dessert,Lunch/Dinner,,,slice,1526.8,365.98,26.22,8.65,25.64,25.56,0.18,14841.45,6504.5,969.35,33.21,301.45,242.4,21.48,71.74,313.85,0.56,0.09,2.46,0.01,0.03,0,0.85,124.47,1.33,0,0,0,0,18.19,0.08,0.28,0.21,0.86,0.1,4.95,18.19,8
Ghujia/Lavang latika,Dessert,Lunch/Dinner,,,gunjia,3373.57,818.71,13.85,1.98,84.03,6.48,0.55,12144.21,17264.24,50820.96,4.92,33.01,38.47,7.72,3.49,57.78,0.47,0.05,2.67,0.01,0.1,0.01,0.23,18.44,39.6,0.68,0,5.19,0,6.86,0.02,0.01,0.11,0.09,0.01,1.1,6.86,0.01
Gulab Jamun with khoya,Dessert,Lunch/Dinner,,,gulab jamun,3801.01,918.46,40.89,3.18,83.43,37.81,0.12,11782.67,17356.23,50787.11,0,105.5,85.05,11.77,23.65,98.13,0.61,0.07,7.5,0.02,0.04,0,0.46,0,39.38,0.3,0,5.08,0,16.44,0.02,0.02,0.1,0.09,0.01,3.44,16.44,0.02
Mal pua,Dessert,Lunch/Dinner,,,malqura,3500.18,847.94,26.28,2.55,81.75,17.61,0.92,10533.74,16958.79,50787.08,0,44.97,48.99,8.64,9.5,71.64,0.49,0.08,1.16,0,0.19,0.01,0.34,0,39.6,0.96,0,5.24,0,5.3,0.04,0.04,0.16,0.21,0.03,0.75,5.3,0.67
Shahi tukre,Dessert,Lunch/Dinner,,,tukra,821.63,193.43,42.25,2.82,2.59,35.36,0.52,1178.7,747.64,143.94,0,77.93,58.76,9.36,72.4,75.47,0.38,0.08,1.48,0,0.09,0.01,0.3,0,0.28,0.01,0,0.07,0,7.61,0.05,0.06,0.3,0.15,0.03,0.87,7.61,0.86
Potato pakora/pakoda (Aloo pakoda),Snack,Lunch/Dinner,,,plate,18806.28,4567.65,40.76,12.84,484.55,1.46,6.92,58201.4,99350.13,306669.3,0,44.43,147.97,52.96,427.53,607.1,2.55,0.27,2.6,0,0.96,0,1.02,0,238.56,0.15,0,37.31,0,109.12,0.28,0.1,1.88,0.93,0.32,5.28,109.12,18.53
Onion pakora/pakoda (Pyaaz ke pakode),Snack,Lunch/Dinner,,,plate,18733.48,4550.25,36.5,12.81,484.55,5.91,7.51,58215.2,99370.56,306651.7,0,53.63,139.11,48.07,428.64,311.11,2.44,0.28,2.28,0,1.04,0,1.07,0,238.55,0.58,0,39.22,0,119.81,0.26,0.1,1.32,0.87,0.32,6.29,119.81,5.36
Cauliflower pakora/pakoda (Phoolgobhi ke pakode),Snack,Lunch/Dinner,,,plate,18649.48,4530.17,30.48,13.33,484.71,1.58,8.52,58260.15,99358.94,306738.9,0,56.94,151.1,52.17,448.82,437.51,2.86,0.24,2.38,0.01,1.03,0,1.04,0,238.53,1.06,0,47.08,0,133.47,0.26,0.15,1.29,1.12,0.34,6.18,133.47,37.72
Mixed vegetable pakora/pakoda,Snack,Lunch/Dinner,,,plate,18710.88,4544.85,34.56,13.08,484.67,2.59,7.6,58247.43,99363.24,306715.5,0,64.41,144.37,64.12,440.82,507.51,3.07,0.28,2.73,0.01,1.19,0.01,1.07,0,238.79,0.5,0,104.81,0,143.18,0.29,0.13,1.45,0.93,0.34,6.31,143.18,21.46
Spinach pakora/pakoda (Palak pakoda),Snack,Lunch/Dinner,,,plate,18613.48,4521.57,29.67,12.47,484.62,1.3,6.5,58239.75,99356.2,306684.1,0,69.73,126.27,68.49,441.26,424.3,3.27,0.26,2.84,0.01,1.3,0.01,0.98,0,239.03,0.1,0,165.62,0,153.51,0.29,0.13,1.18,0.71,0.3,5.86,153.51,12.12
Methi pakora/pakoda (Methi ke pakode),Snack,Lunch/Dinner,,,plate,18630.28,4525.58,29.72,13.08,484.69,1.56,7.51,58246.15,99347.13,306744.1,0,146.41,134.46,59.17,443.05,264.7,4.37,0.27,2.52,0.02,1.18,0.02,1.01,0,238.65,0.94,0,206.82,0,126.81,0.27,0.18,1.32,0.82,0.39,6.13,126.81,23.31
Egg pakora/pakoda (Ande ke pakode),Snack,Lunch/Dinner,,N,plate,18854.68,4579.22,28.85,18.25,488.94,1.2,5.55,59645.55,101079.6,307142.1,183,61.53,205.74,39.71,485.74,243.3,3,0.23,22.22,0,0.86,0,1.41,99,239.27,0,0.42,35.62,7.3,121.37,0.26,0.19,1.1,1.36,0.32,13.32,121.37,0.01
Bread pakora/pakoda,Snack,Lunch/Dinner,,,plate,19175.08,4653.42,58.07,16.83,485.62,3,7.29,58166.55,99339.08,306566.1,0,129.81,170.83,46.9,664.24,254.71,2.99,0.28,6.2,0,1.14,0,1.21,0,238.56,0,0,35.62,0,114.11,0.36,0.13,2,0.63,0.28,4.2,114.11,0.01
Paneer pakora/pakoda,Snack,Lunch/Dinner,,,plate,19127.67,4644.45,35.73,21.15,491.86,7.01,5.74,62598.2,101497.1,306805.6,0,280.54,280.95,49.8,851.75,219.09,2.75,0.26,13.57,0.05,0.95,0,2.19,0,238.52,0.06,0,35.88,0,143.43,0.24,0.15,1.15,0.87,0.27,14.72,143.43,0.07
Potato bonda (Aloo bonda),Snack,Lunch/Dinner,,,bonda,4666.61,1134.09,8.13,1.95,121.5,0.48,1.49,14615.1,25038.62,76803.28,0,12.17,30.28,16.16,237.51,189.84,0.67,0.08,0.69,0,0.21,0.06,0.25,0,59.7,1.46,0,14.17,0,16.02,0.05,0.01,0.47,0.21,0.07,1,16.02,8.96
Potato samosa (Aloo ka samosa),Snack,Lunch/Dinner,,,samosa,3350.3,813.76,12.97,2.41,83.42,0.41,1.68,10648.53,17175.36,52058.01,3.28,10.75,30.71,16.04,108.66,193.79,0.7,0.08,0.4,0,0.21,0.01,0.31,12.29,40.49,2.42,0,12.82,0,12.8,0.07,0.01,0.52,0.26,0.06,0.93,12.8,11.27
Minced meat samosa (Keema ka samosa),Snack,Lunch/Dinner,,N,samosa,3448.9,837.51,8.28,5.97,86.67,0.68,0.52,12186.27,18488.78,52167.86,22.53,9.04,61.92,10.49,119.55,110.57,0.74,0.06,0.53,0,0.09,0,1,13.54,40.49,0.74,0,5.78,0,4.62,0.05,0.05,1.32,0.32,0.07,0.78,4.62,0.82
Paneer and pea samosa (Paneer matar ka samosa),Snack,Lunch/Dinner,,,samosa,3465.53,841.31,11.53,5.42,85.84,2.28,1.37,11490.61,17812.62,52874.68,0,87.07,76.05,14.86,105.44,70.91,0.72,0.08,4.13,0.02,0.17,0.01,0.73,0,41.06,2.86,0,12.86,0,26.39,0.06,0.03,0.33,0.27,0.05,4.24,26.39,6.67
Mathri,Snack,Lunch/Dinner,,,kachori,2890.56,702.18,10.75,1.53,72.47,0.26,0.52,8707.82,14856.41,45899.36,0,4.56,16.13,5.05,56.43,26.47,0.37,0.04,0.03,0,0.11,0,0.13,0,35.66,1.03,0,5.19,0,2.38,0.02,0.01,0.11,0.1,0.01,0.09,2.38,0
Khasta kachori,Snack,Lunch/Dinner,,,kachori,2954.81,717.57,12.9,2.53,72.76,0.34,0.98,8745.75,14917.49,46059.73,0,7.89,33.15,12.99,91.17,78.66,0.59,0.06,1.07,0,0.16,0.01,0.27,0,35.75,1.34,0,5.36,0,6.38,0.03,0.01,0.21,0.23,0.03,0.12,6.38,0.86
Vegetable cutlet,Snack,Lunch/Dinner,,,cutlet,9249.27,2247.57,15.82,4.21,240.91,1.17,3.15,29031.47,49439.98,152121.8,22.88,45.75,62.33,27.09,288.37,348.35,1.36,0.14,4.09,0,0.33,0.02,0.54,12.38,118.33,2.45,0.05,26.89,0.91,30.52,0.11,0.04,0.98,0.4,0.15,3.02,30.52,16.89
Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),Snack,Lunch/Dinner,,,cutlet,9572.05,2325.01,24.5,5.82,244.81,0.89,2.84,29873.16,51330.31,153328.1,22.88,30.37,111.14,48.26,253.98,395.86,1.95,0.22,3.74,0.01,0.43,0.09,0.84,12.38,118.7,0.87,0.05,19.74,0.91,23.98,0.13,0.04,2.06,0.47,0.1,2.08,23.98,12.63
Peanut cutlet (Mungfali ke cutlet),Snack,Lunch/Dinner,,,cutlet,9751.75,2367.67,19.23,8.9,250.75,1.73,4.09,31052.16,54017.11,154979.2,22.88,48.71,147.74,67.78,285.43,485.56,1.91,0.33,4.77,0,0.58,0.06,1.14,12.38,119.34,1.93,0.05,19.97,0.91,38.52,0.21,0.06,3.65,0.54,0.14,2.26,38.52,12.63
Fish cutlet (Machli ka cutlet),Snack,Lunch/Dinner,,N,cutlet,9400.84,2284.43,10.92,9.66,244.64,1,1.88,30269.32,50246.63,153707.6,38.46,36.42,123.32,31.47,262.86,380.9,1.24,0.14,14.59,0.01,0.28,0.02,0.52,23.74,119.74,0.67,0.28,22.67,1.28,19.06,0.07,0.04,1.13,0.71,0.13,2.03,19.06,10.46
Paneer potato cutlet (Paneer aloo cutlet),Snack,Lunch/Dinner,,,cutlet,9509.98,2309.88,17.95,8.48,245.09,3.51,1.41,31410.43,50725.06,152258.3,45.75,155.69,142.99,24.96,294.18,332.01,1.32,0.13,12.23,0.03,0.2,0,1.1,24.75,118.36,0.13,0.1,16.44,1.83,41.52,0.08,0.07,0.83,0.5,0.1,8.22,41.52,11.61
Spinach chickpeas cutlet (Palak channa dal cutlet),Snack,Lunch/Dinner,,,cutlet,9281.6,2255.6,16.17,4.72,241.28,0.53,3.05,29083.66,49525.72,152364.5,22.88,37.05,78.72,38.82,259.41,474.12,1.86,0.19,8.75,0.01,0.44,0.03,0.71,12.38,118.44,0.33,0.05,57.38,0.91,49.07,0.11,0.05,0.91,0.47,0.11,2.42,49.07,16.18
